scheme_code,scheme_name,nav_date,nav_value
119551,SBI Bluechip Fund Direct Growth,2019-03-27,64.4516
119551,SBI Bluechip Fund Direct Growth,2019-03-28,64.0576
119551,SBI Bluechip Fund Direct Growth,2019-03-29,62.9276
119551,SBI Bluechip Fund Direct Growth,2019-04-01,62.3505
119551,SBI Bluechip Fund Direct Growth,2019-04-02,62.9256
119551,SBI Bluechip Fund Direct Growth,2019-04-03,62.7843
119551,SBI Bluechip Fund Direct Growth,2019-04-04,62.4815
119551,SBI Bluechip Fund Direct Growth,2019-04-05,62.8763
119551,SBI Bluechip Fund Direct Growth,2019-04-08,63.769
119551,SBI Bluechip Fund Direct Growth,2019-04-09,63.9849
119551,SBI Bluechip Fund Direct Growth,2019-04-10,64.2456
119551,SBI Bluechip Fund Direct Growth,2019-04-11,65.3225
119551,SBI Bluechip Fund Direct Growth,2019-04-12,65.4797
119551,SBI Bluechip Fund Direct Growth,2019-04-15,65.2563
119551,SBI Bluechip Fund Direct Growth,2019-04-16,65.803
119551,SBI Bluechip Fund Direct Growth,2019-04-17,65.6201
119551,SBI Bluechip Fund Direct Growth,2019-04-18,65.3501
119551,SBI Bluechip Fund Direct Growth,2019-04-19,66.3686
119551,SBI Bluechip Fund Direct Growth,2019-04-22,66.156
119551,SBI Bluechip Fund Direct Growth,2019-04-23,64.068
119551,SBI Bluechip Fund Direct Growth,2019-04-24,64.3528
119551,SBI Bluechip Fund Direct Growth,2019-04-25,64.0667
119551,SBI Bluechip Fund Direct Growth,2019-04-26,63.8636
119551,SBI Bluechip Fund Direct Growth,2019-04-29,64.2299
119551,SBI Bluechip Fund Direct Growth,2019-04-30,64.1212
119551,SBI Bluechip Fund Direct Growth,2019-05-01,64.3058
119551,SBI Bluechip Fund Direct Growth,2019-05-02,62.7645
119551,SBI Bluechip Fund Direct Growth,2019-05-03,62.0731
119551,SBI Bluechip Fund Direct Growth,2019-05-06,63.1375
119551,SBI Bluechip Fund Direct Growth,2019-05-07,63.1424
119551,SBI Bluechip Fund Direct Growth,2019-05-08,61.8933
119551,SBI Bluechip Fund Direct Growth,2019-05-09,61.1152
119551,SBI Bluechip Fund Direct Growth,2019-05-10,60.4056
119551,SBI Bluechip Fund Direct Growth,2019-05-13,60.4979
119551,SBI Bluechip Fund Direct Growth,2019-05-14,60.202
119551,SBI Bluechip Fund Direct Growth,2019-05-15,59.7439
119551,SBI Bluechip Fund Direct Growth,2019-05-16,59.7646
119551,SBI Bluechip Fund Direct Growth,2019-05-17,60.1252
119551,SBI Bluechip Fund Direct Growth,2019-05-20,59.9563
119551,SBI Bluechip Fund Direct Growth,2019-05-21,59.5608
119551,SBI Bluechip Fund Direct Growth,2019-05-22,59.2774
119551,SBI Bluechip Fund Direct Growth,2019-05-23,59.537
119551,SBI Bluechip Fund Direct Growth,2019-05-24,59.5495
119551,SBI Bluechip Fund Direct Growth,2019-05-27,60.1157
119551,SBI Bluechip Fund Direct Growth,2019-05-28,59.3043
119551,SBI Bluechip Fund Direct Growth,2019-05-29,58.7703
119551,SBI Bluechip Fund Direct Growth,2019-05-30,59.3332
119551,SBI Bluechip Fund Direct Growth,2019-05-31,58.7801
119551,SBI Bluechip Fund Direct Growth,2019-06-03,59.774
119551,SBI Bluechip Fund Direct Growth,2019-06-04,60.7998
119551,SBI Bluechip Fund Direct Growth,2019-06-05,61.8339
119551,SBI Bluechip Fund Direct Growth,2019-06-06,61.199
119551,SBI Bluechip Fund Direct Growth,2019-06-07,61.2739
119551,SBI Bluechip Fund Direct Growth,2019-06-10,60.9294
119551,SBI Bluechip Fund Direct Growth,2019-06-11,61.6227
119551,SBI Bluechip Fund Direct Growth,2019-06-12,62.9032
119551,SBI Bluechip Fund Direct Growth,2019-06-13,63.5814
119551,SBI Bluechip Fund Direct Growth,2019-06-14,63.6075
119551,SBI Bluechip Fund Direct Growth,2019-06-17,63.3476
119551,SBI Bluechip Fund Direct Growth,2019-06-18,63.86
119551,SBI Bluechip Fund Direct Growth,2019-06-19,62.942
119551,SBI Bluechip Fund Direct Growth,2019-06-20,63.366
119551,SBI Bluechip Fund Direct Growth,2019-06-21,62.6895
119551,SBI Bluechip Fund Direct Growth,2019-06-24,63.1751
119551,SBI Bluechip Fund Direct Growth,2019-06-25,63.0721
119551,SBI Bluechip Fund Direct Growth,2019-06-26,62.7971
119551,SBI Bluechip Fund Direct Growth,2019-06-27,62.1487
119551,SBI Bluechip Fund Direct Growth,2019-06-28,61.9013
119551,SBI Bluechip Fund Direct Growth,2019-07-01,62.3329
119551,SBI Bluechip Fund Direct Growth,2019-07-02,63.1324
119551,SBI Bluechip Fund Direct Growth,2019-07-03,63.5502
119551,SBI Bluechip Fund Direct Growth,2019-07-04,64.6094
119551,SBI Bluechip Fund Direct Growth,2019-07-05,66.5974
119551,SBI Bluechip Fund Direct Growth,2019-07-08,66.3581
119551,SBI Bluechip Fund Direct Growth,2019-07-09,66.214
119551,SBI Bluechip Fund Direct Growth,2019-07-10,65.0897
119551,SBI Bluechip Fund Direct Growth,2019-07-11,66.0393
119551,SBI Bluechip Fund Direct Growth,2019-07-12,67.0888
119551,SBI Bluechip Fund Direct Growth,2019-07-15,66.4108
119551,SBI Bluechip Fund Direct Growth,2019-07-16,66.923
119551,SBI Bluechip Fund Direct Growth,2019-07-17,67.9204
119551,SBI Bluechip Fund Direct Growth,2019-07-18,68.1253
119551,SBI Bluechip Fund Direct Growth,2019-07-19,68.8384
119551,SBI Bluechip Fund Direct Growth,2019-07-22,69.0035
119551,SBI Bluechip Fund Direct Growth,2019-07-23,68.0166
119551,SBI Bluechip Fund Direct Growth,2019-07-24,68.8935
119551,SBI Bluechip Fund Direct Growth,2019-07-25,70.0097
119551,SBI Bluechip Fund Direct Growth,2019-07-26,70.6477
119551,SBI Bluechip Fund Direct Growth,2019-07-29,69.8597
119551,SBI Bluechip Fund Direct Growth,2019-07-30,69.251
119551,SBI Bluechip Fund Direct Growth,2019-07-31,68.3323
119551,SBI Bluechip Fund Direct Growth,2019-08-01,68.9842
119551,SBI Bluechip Fund Direct Growth,2019-08-02,70.0549
119551,SBI Bluechip Fund Direct Growth,2019-08-05,70.4327
119551,SBI Bluechip Fund Direct Growth,2019-08-06,71.2488
119551,SBI Bluechip Fund Direct Growth,2019-08-07,70.5284
119551,SBI Bluechip Fund Direct Growth,2019-08-08,70.673
119551,SBI Bluechip Fund Direct Growth,2019-08-09,69.5324
119551,SBI Bluechip Fund Direct Growth,2019-08-12,68.9093
119551,SBI Bluechip Fund Direct Growth,2019-08-13,69.6566
119551,SBI Bluechip Fund Direct Growth,2019-08-14,69.4772
119551,SBI Bluechip Fund Direct Growth,2019-08-15,70.5063
119551,SBI Bluechip Fund Direct Growth,2019-08-16,70.9826
119551,SBI Bluechip Fund Direct Growth,2019-08-19,73.3331
119551,SBI Bluechip Fund Direct Growth,2019-08-20,73.4376
119551,SBI Bluechip Fund Direct Growth,2019-08-21,72.2202
119551,SBI Bluechip Fund Direct Growth,2019-08-22,72.212
119551,SBI Bluechip Fund Direct Growth,2019-08-23,71.3992
119551,SBI Bluechip Fund Direct Growth,2019-08-26,72.2578
119551,SBI Bluechip Fund Direct Growth,2019-08-27,72.3159
119551,SBI Bluechip Fund Direct Growth,2019-08-28,72.2185
119551,SBI Bluechip Fund Direct Growth,2019-08-29,72.1325
119551,SBI Bluechip Fund Direct Growth,2019-08-30,72.795
119551,SBI Bluechip Fund Direct Growth,2019-09-02,72.4216
119551,SBI Bluechip Fund Direct Growth,2019-09-03,73.1186
119551,SBI Bluechip Fund Direct Growth,2019-09-04,74.058
119551,SBI Bluechip Fund Direct Growth,2019-09-05,73.7761
119551,SBI Bluechip Fund Direct Growth,2019-09-06,72.9784
119551,SBI Bluechip Fund Direct Growth,2019-09-09,72.5511
119551,SBI Bluechip Fund Direct Growth,2019-09-10,73.1911
119551,SBI Bluechip Fund Direct Growth,2019-09-11,73.2943
119551,SBI Bluechip Fund Direct Growth,2019-09-12,73.8704
119551,SBI Bluechip Fund Direct Growth,2019-09-13,75.4554
119551,SBI Bluechip Fund Direct Growth,2019-09-16,75.6871
119551,SBI Bluechip Fund Direct Growth,2019-09-17,74.9751
119551,SBI Bluechip Fund Direct Growth,2019-09-18,75.949
119551,SBI Bluechip Fund Direct Growth,2019-09-19,76.0186
119551,SBI Bluechip Fund Direct Growth,2019-09-20,76.8372
119551,SBI Bluechip Fund Direct Growth,2019-09-23,77.8434
119551,SBI Bluechip Fund Direct Growth,2019-09-24,76.9709
119551,SBI Bluechip Fund Direct Growth,2019-09-25,78.2705
119551,SBI Bluechip Fund Direct Growth,2019-09-26,79.1441
119551,SBI Bluechip Fund Direct Growth,2019-09-27,78.5943
119551,SBI Bluechip Fund Direct Growth,2019-09-30,78.905
119551,SBI Bluechip Fund Direct Growth,2019-10-01,79.1722
119551,SBI Bluechip Fund Direct Growth,2019-10-02,79.2187
119551,SBI Bluechip Fund Direct Growth,2019-10-03,80.0713
119551,SBI Bluechip Fund Direct Growth,2019-10-04,81.4764
119551,SBI Bluechip Fund Direct Growth,2019-10-07,81.508
119551,SBI Bluechip Fund Direct Growth,2019-10-08,82.8342
119551,SBI Bluechip Fund Direct Growth,2019-10-09,83.8413
119551,SBI Bluechip Fund Direct Growth,2019-10-10,84.1002
119551,SBI Bluechip Fund Direct Growth,2019-10-11,84.3032
119551,SBI Bluechip Fund Direct Growth,2019-10-14,83.1625
119551,SBI Bluechip Fund Direct Growth,2019-10-15,81.6898
119551,SBI Bluechip Fund Direct Growth,2019-10-16,81.8761
119551,SBI Bluechip Fund Direct Growth,2019-10-17,81.0597
119551,SBI Bluechip Fund Direct Growth,2019-10-18,81.0454
119551,SBI Bluechip Fund Direct Growth,2019-10-21,80.5498
119551,SBI Bluechip Fund Direct Growth,2019-10-22,78.8452
119551,SBI Bluechip Fund Direct Growth,2019-10-23,79.2069
119551,SBI Bluechip Fund Direct Growth,2019-10-24,78.8366
119551,SBI Bluechip Fund Direct Growth,2019-10-25,78.9362
119551,SBI Bluechip Fund Direct Growth,2019-10-28,78.1139
119551,SBI Bluechip Fund Direct Growth,2019-10-29,77.8234
119551,SBI Bluechip Fund Direct Growth,2019-10-30,79.304
119551,SBI Bluechip Fund Direct Growth,2019-10-31,79.4501
119551,SBI Bluechip Fund Direct Growth,2019-11-01,79.9979
119551,SBI Bluechip Fund Direct Growth,2019-11-04,78.8019
119551,SBI Bluechip Fund Direct Growth,2019-11-05,81.0847
119551,SBI Bluechip Fund Direct Growth,2019-11-06,82.9027
119551,SBI Bluechip Fund Direct Growth,2019-11-07,84.284
119551,SBI Bluechip Fund Direct Growth,2019-11-08,85.1475
119551,SBI Bluechip Fund Direct Growth,2019-11-11,85.1885
119551,SBI Bluechip Fund Direct Growth,2019-11-12,85.6659
119551,SBI Bluechip Fund Direct Growth,2019-11-13,86.769
119551,SBI Bluechip Fund Direct Growth,2019-11-14,86.1405
119551,SBI Bluechip Fund Direct Growth,2019-11-15,85.7069
119551,SBI Bluechip Fund Direct Growth,2019-11-18,84.016
119551,SBI Bluechip Fund Direct Growth,2019-11-19,83.263
119551,SBI Bluechip Fund Direct Growth,2019-11-20,84.9479
119551,SBI Bluechip Fund Direct Growth,2019-11-21,84.6327
119551,SBI Bluechip Fund Direct Growth,2019-11-22,84.3352
119551,SBI Bluechip Fund Direct Growth,2019-11-25,84.6821
119551,SBI Bluechip Fund Direct Growth,2019-11-26,83.0692
119551,SBI Bluechip Fund Direct Growth,2019-11-27,84.0365
119551,SBI Bluechip Fund Direct Growth,2019-11-28,85.3388
119551,SBI Bluechip Fund Direct Growth,2019-11-29,85.7508
119551,SBI Bluechip Fund Direct Growth,2019-12-02,87.4758
119551,SBI Bluechip Fund Direct Growth,2019-12-03,86.1092
119551,SBI Bluechip Fund Direct Growth,2019-12-04,88.0402
119551,SBI Bluechip Fund Direct Growth,2019-12-05,87.2946
119551,SBI Bluechip Fund Direct Growth,2019-12-06,85.98
119551,SBI Bluechip Fund Direct Growth,2019-12-09,85.7609
119551,SBI Bluechip Fund Direct Growth,2019-12-10,87.7132
119551,SBI Bluechip Fund Direct Growth,2019-12-11,87.719
119551,SBI Bluechip Fund Direct Growth,2019-12-12,86.7637
119551,SBI Bluechip Fund Direct Growth,2019-12-13,85.4414
119551,SBI Bluechip Fund Direct Growth,2019-12-16,85.3593
119551,SBI Bluechip Fund Direct Growth,2019-12-17,83.3414
119551,SBI Bluechip Fund Direct Growth,2019-12-18,82.0661
119551,SBI Bluechip Fund Direct Growth,2019-12-19,83.6103
119551,SBI Bluechip Fund Direct Growth,2019-12-20,84.9631
119551,SBI Bluechip Fund Direct Growth,2019-12-23,84.8576
119551,SBI Bluechip Fund Direct Growth,2019-12-24,84.4089
119551,SBI Bluechip Fund Direct Growth,2019-12-25,84.4935
119551,SBI Bluechip Fund Direct Growth,2019-12-26,86.8995
119551,SBI Bluechip Fund Direct Growth,2019-12-27,87.3479
119551,SBI Bluechip Fund Direct Growth,2019-12-30,88.3277
119551,SBI Bluechip Fund Direct Growth,2019-12-31,88.1396
119551,SBI Bluechip Fund Direct Growth,2020-01-01,88.2304
119551,SBI Bluechip Fund Direct Growth,2020-01-02,88.9421
119551,SBI Bluechip Fund Direct Growth,2020-01-03,89.1034
119551,SBI Bluechip Fund Direct Growth,2020-01-06,87.1014
119551,SBI Bluechip Fund Direct Growth,2020-01-07,88.4659
119551,SBI Bluechip Fund Direct Growth,2020-01-08,87.8394
119551,SBI Bluechip Fund Direct Growth,2020-01-09,90.0913
119551,SBI Bluechip Fund Direct Growth,2020-01-10,90.8609
119551,SBI Bluechip Fund Direct Growth,2020-01-13,90.9655
119551,SBI Bluechip Fund Direct Growth,2020-01-14,91.4724
119551,SBI Bluechip Fund Direct Growth,2020-01-15,91.3807
119551,SBI Bluechip Fund Direct Growth,2020-01-16,90.8747
119551,SBI Bluechip Fund Direct Growth,2020-01-17,91.1284
119551,SBI Bluechip Fund Direct Growth,2020-01-20,92.1235
119551,SBI Bluechip Fund Direct Growth,2020-01-21,91.6376
119551,SBI Bluechip Fund Direct Growth,2020-01-22,90.9808
119551,SBI Bluechip Fund Direct Growth,2020-01-23,90.62
119551,SBI Bluechip Fund Direct Growth,2020-01-24,91.6824
119551,SBI Bluechip Fund Direct Growth,2020-01-27,93.308
119551,SBI Bluechip Fund Direct Growth,2020-01-28,93.7414
119551,SBI Bluechip Fund Direct Growth,2020-01-29,94.4234
119551,SBI Bluechip Fund Direct Growth,2020-01-30,93.7382
119551,SBI Bluechip Fund Direct Growth,2020-01-31,94.7526
119551,SBI Bluechip Fund Direct Growth,2020-02-03,95.4083
119551,SBI Bluechip Fund Direct Growth,2020-02-04,94.6239
119551,SBI Bluechip Fund Direct Growth,2020-02-05,92.6225
119551,SBI Bluechip Fund Direct Growth,2020-02-06,91.2936
119551,SBI Bluechip Fund Direct Growth,2020-02-07,90.5879
119551,SBI Bluechip Fund Direct Growth,2020-02-10,91.8781
119551,SBI Bluechip Fund Direct Growth,2020-02-11,93.6178
119551,SBI Bluechip Fund Direct Growth,2020-02-12,93.1521
119551,SBI Bluechip Fund Direct Growth,2020-02-13,92.7241
119551,SBI Bluechip Fund Direct Growth,2020-02-14,93.043
119551,SBI Bluechip Fund Direct Growth,2020-02-17,93.0845
119551,SBI Bluechip Fund Direct Growth,2020-02-18,94.1523
119551,SBI Bluechip Fund Direct Growth,2020-02-19,93.5894
119551,SBI Bluechip Fund Direct Growth,2020-02-20,94.6834
119551,SBI Bluechip Fund Direct Growth,2020-02-21,94.44
119551,SBI Bluechip Fund Direct Growth,2020-02-24,95.4362
119551,SBI Bluechip Fund Direct Growth,2020-02-25,95.1544
119551,SBI Bluechip Fund Direct Growth,2020-02-26,94.4829
119551,SBI Bluechip Fund Direct Growth,2020-02-27,96.6794
119551,SBI Bluechip Fund Direct Growth,2020-02-28,97.9442
119551,SBI Bluechip Fund Direct Growth,2020-03-02,95.8674
119551,SBI Bluechip Fund Direct Growth,2020-03-03,95.3821
119551,SBI Bluechip Fund Direct Growth,2020-03-04,96.7899
119551,SBI Bluechip Fund Direct Growth,2020-03-05,95.429
119551,SBI Bluechip Fund Direct Growth,2020-03-06,96.3402
119551,SBI Bluechip Fund Direct Growth,2020-03-09,97.1403
119551,SBI Bluechip Fund Direct Growth,2020-03-10,96.3544
119551,SBI Bluechip Fund Direct Growth,2020-03-11,96.3732
119551,SBI Bluechip Fund Direct Growth,2020-03-12,93.985
119551,SBI Bluechip Fund Direct Growth,2020-03-13,96.0099
119551,SBI Bluechip Fund Direct Growth,2020-03-16,95.6826
119551,SBI Bluechip Fund Direct Growth,2020-03-17,96.6343
119551,SBI Bluechip Fund Direct Growth,2020-03-18,97.3751
119551,SBI Bluechip Fund Direct Growth,2020-03-19,98.991
119551,SBI Bluechip Fund Direct Growth,2020-03-20,98.5059
119551,SBI Bluechip Fund Direct Growth,2020-03-23,98.7764
119551,SBI Bluechip Fund Direct Growth,2020-03-24,99.4688
119551,SBI Bluechip Fund Direct Growth,2020-03-25,100.5401
119551,SBI Bluechip Fund Direct Growth,2020-03-26,101.963
119551,SBI Bluechip Fund Direct Growth,2020-03-27,101.4095
119551,SBI Bluechip Fund Direct Growth,2020-03-30,100.6316
119551,SBI Bluechip Fund Direct Growth,2020-03-31,102.3042
119551,SBI Bluechip Fund Direct Growth,2020-04-01,99.8341
119551,SBI Bluechip Fund Direct Growth,2020-04-02,101.7449
119551,SBI Bluechip Fund Direct Growth,2020-04-03,101.4064
119551,SBI Bluechip Fund Direct Growth,2020-04-06,101.4312
119551,SBI Bluechip Fund Direct Growth,2020-04-07,100.6311
119551,SBI Bluechip Fund Direct Growth,2020-04-08,100.6031
119551,SBI Bluechip Fund Direct Growth,2020-04-09,102.1679
119551,SBI Bluechip Fund Direct Growth,2020-04-10,103.1436
119551,SBI Bluechip Fund Direct Growth,2020-04-13,103.7843
119551,SBI Bluechip Fund Direct Growth,2020-04-14,103.9262
119551,SBI Bluechip Fund Direct Growth,2020-04-15,102.1545
119551,SBI Bluechip Fund Direct Growth,2020-04-16,101.1504
119551,SBI Bluechip Fund Direct Growth,2020-04-17,100.7641
119551,SBI Bluechip Fund Direct Growth,2020-04-20,101.3478
119551,SBI Bluechip Fund Direct Growth,2020-04-21,101.4629
119551,SBI Bluechip Fund Direct Growth,2020-04-22,102.6908
119551,SBI Bluechip Fund Direct Growth,2020-04-23,103.3052
119551,SBI Bluechip Fund Direct Growth,2020-04-24,103.4036
119551,SBI Bluechip Fund Direct Growth,2020-04-27,106.2585
119551,SBI Bluechip Fund Direct Growth,2020-04-28,106.8084
119551,SBI Bluechip Fund Direct Growth,2020-04-29,106.2868
119551,SBI Bluechip Fund Direct Growth,2020-04-30,108.6909
119551,SBI Bluechip Fund Direct Growth,2020-05-01,110.2892
119551,SBI Bluechip Fund Direct Growth,2020-05-04,112.7259
119551,SBI Bluechip Fund Direct Growth,2020-05-05,112.6096
119551,SBI Bluechip Fund Direct Growth,2020-05-06,113.9627
119551,SBI Bluechip Fund Direct Growth,2020-05-07,112.01
119551,SBI Bluechip Fund Direct Growth,2020-05-08,113.0974
119551,SBI Bluechip Fund Direct Growth,2020-05-11,112.9173
119551,SBI Bluechip Fund Direct Growth,2020-05-12,111.1151
119551,SBI Bluechip Fund Direct Growth,2020-05-13,112.5253
119551,SBI Bluechip Fund Direct Growth,2020-05-14,110.1148
119551,SBI Bluechip Fund Direct Growth,2020-05-15,107.6204
119551,SBI Bluechip Fund Direct Growth,2020-05-18,108.1208
119551,SBI Bluechip Fund Direct Growth,2020-05-19,108.8946
119551,SBI Bluechip Fund Direct Growth,2020-05-20,110.1954
119551,SBI Bluechip Fund Direct Growth,2020-05-21,111.2096
119551,SBI Bluechip Fund Direct Growth,2020-05-22,113.2136
119551,SBI Bluechip Fund Direct Growth,2020-05-25,114.1989
119551,SBI Bluechip Fund Direct Growth,2020-05-26,114.0519
119551,SBI Bluechip Fund Direct Growth,2020-05-27,113.9853
119551,SBI Bluechip Fund Direct Growth,2020-05-28,113.6335
119551,SBI Bluechip Fund Direct Growth,2020-05-29,114.0705
119551,SBI Bluechip Fund Direct Growth,2020-06-01,112.6026
119551,SBI Bluechip Fund Direct Growth,2020-06-02,113.0971
119551,SBI Bluechip Fund Direct Growth,2020-06-03,113.0137
119551,SBI Bluechip Fund Direct Growth,2020-06-04,113.4214
119551,SBI Bluechip Fund Direct Growth,2020-06-05,113.8348
119551,SBI Bluechip Fund Direct Growth,2020-06-08,110.5191
119551,SBI Bluechip Fund Direct Growth,2020-06-09,109.357
119551,SBI Bluechip Fund Direct Growth,2020-06-10,109.2472
119551,SBI Bluechip Fund Direct Growth,2020-06-11,109.2073
119551,SBI Bluechip Fund Direct Growth,2020-06-12,109.5799
119551,SBI Bluechip Fund Direct Growth,2020-06-15,110.0104
119551,SBI Bluechip Fund Direct Growth,2020-06-16,112.045
119551,SBI Bluechip Fund Direct Growth,2020-06-17,112.4987
119551,SBI Bluechip Fund Direct Growth,2020-06-18,112.1099
119551,SBI Bluechip Fund Direct Growth,2020-06-19,109.9922
119551,SBI Bluechip Fund Direct Growth,2020-06-22,108.2188
119551,SBI Bluechip Fund Direct Growth,2020-06-23,108.9467
119551,SBI Bluechip Fund Direct Growth,2020-06-24,110.3657
119551,SBI Bluechip Fund Direct Growth,2020-06-25,112.4402
119551,SBI Bluechip Fund Direct Growth,2020-06-26,111.3569
119551,SBI Bluechip Fund Direct Growth,2020-06-29,110.9843
119551,SBI Bluechip Fund Direct Growth,2020-06-30,111.3403
119551,SBI Bluechip Fund Direct Growth,2020-07-01,114.1092
119551,SBI Bluechip Fund Direct Growth,2020-07-02,114.3007
119551,SBI Bluechip Fund Direct Growth,2020-07-03,116.4627
119551,SBI Bluechip Fund Direct Growth,2020-07-06,116.7352
119551,SBI Bluechip Fund Direct Growth,2020-07-07,118.3857
119551,SBI Bluechip Fund Direct Growth,2020-07-08,119.8796
119551,SBI Bluechip Fund Direct Growth,2020-07-09,120.1545
119551,SBI Bluechip Fund Direct Growth,2020-07-10,118.7193
119551,SBI Bluechip Fund Direct Growth,2020-07-13,118.3716
119551,SBI Bluechip Fund Direct Growth,2020-07-14,120.5222
119551,SBI Bluechip Fund Direct Growth,2020-07-15,121.8279
119551,SBI Bluechip Fund Direct Growth,2020-07-16,121.2305
119551,SBI Bluechip Fund Direct Growth,2020-07-17,120.7689
119551,SBI Bluechip Fund Direct Growth,2020-07-20,118.2967
119551,SBI Bluechip Fund Direct Growth,2020-07-21,120.3825
119551,SBI Bluechip Fund Direct Growth,2020-07-22,121.6986
119551,SBI Bluechip Fund Direct Growth,2020-07-23,121.535
119551,SBI Bluechip Fund Direct Growth,2020-07-24,121.8633
119551,SBI Bluechip Fund Direct Growth,2020-07-27,118.7253
119551,SBI Bluechip Fund Direct Growth,2020-07-28,118.0675
119551,SBI Bluechip Fund Direct Growth,2020-07-29,119.9935
119551,SBI Bluechip Fund Direct Growth,2020-07-30,121.4429
119551,SBI Bluechip Fund Direct Growth,2020-07-31,121.9613
119551,SBI Bluechip Fund Direct Growth,2020-08-03,121.9763
119551,SBI Bluechip Fund Direct Growth,2020-08-04,123.1786
119551,SBI Bluechip Fund Direct Growth,2020-08-05,122.7996
119551,SBI Bluechip Fund Direct Growth,2020-08-06,120.3834
119551,SBI Bluechip Fund Direct Growth,2020-08-07,120.4106
119551,SBI Bluechip Fund Direct Growth,2020-08-10,121.0292
119551,SBI Bluechip Fund Direct Growth,2020-08-11,122.696
119551,SBI Bluechip Fund Direct Growth,2020-08-12,120.6108
119551,SBI Bluechip Fund Direct Growth,2020-08-13,120.4691
119551,SBI Bluechip Fund Direct Growth,2020-08-14,120.3964
